name,price,reviews,reviewScore,copiesSold,publishers,avg_publisher_copies,year,season,years_since_release,popularity,Action,Adventure,Casual,Early Access,Free to Play,Indie,Massively Multiplayer,RPG,Racing,Simulation,Sports,Strategy
Bleed,4.99,1855,93,144665,Ian Campbell,144665.0,2013,Summer,11,1,1,0,0,0,0,1,0,0,0,0,0,0
Unholy Heights,3.99,1538,89,126973,PLAYISM,246361.08333333334,2013,Fall,11,1,0,0,0,0,0,1,0,0,0,1,0,1
Tanki Online,0.0,6122,62,554661,APL Publishing Ltd.,554661.0,2017,Spring,7,3,1,0,0,0,1,0,1,0,0,0,0,0
EDGE,6.99,2079,92,118592,Two Tribes Publishing,112486.0,2011,Summer,13,1,1,0,0,0,0,1,0,0,0,0,0,0
"I Have No Mouth, and I Must Scream",5.99,1886,89,105868,Nightdive Studios,184247.33333333334,2013,Fall,11,1,0,1,0,0,0,0,0,0,0,0,0,0
Samorost 2,4.99,1982,86,107977,Amanita Design,259962.2857142857,2009,Winter,15,1,0,1,1,0,0,1,0,0,0,0,0,0
Bit Blaster XL,0.99,6080,97,501670,Adamvision Studios,458078.0,2016,Winter,8,3,1,0,1,0,0,1,0,0,0,0,0,0
HAWKED,0.0,3062,55,154372,"MY.GAMES, The 4 Winds Entertainment (MENA and Turkey)",154372.0,2024,Winter,0,1,1,1,0,0,1,0,0,0,0,0,0,0
Circuits,4.99,2074,89,160142,Digital Tentacle,160142.0,2014,Spring,10,2,0,0,1,0,0,1,0,0,0,0,0,0
Crusaders of the Lost Idols,0.0,2902,83,365979,Codename Entertainment Inc.,925557.5,2015,Fall,9,3,0,0,1,0,1,1,0,0,0,0,0,0
The Council,0.0,4992,84,335463,Focus Entertainment,541846.2352941176,2018,Spring,6,3,0,1,0,0,0,0,0,1,0,0,0,0
Hylics,2.99,4554,98,131427,Mason Lindroth,131427.0,2015,Fall,9,1,0,0,0,0,0,1,0,1,0,0,0,0
Zup! 2,1.99,6457,96,373769,Quiet River,342357.5714285714,2016,Winter,8,3,0,0,1,0,0,1,0,0,0,0,0,0
Journey of a Roach,6.99,1814,89,101029,Daedalic Entertainment,358465.77142857143,2013,Fall,11,1,0,1,0,0,0,1,0,0,0,0,0,0
Over 9000 Zombies!,1.99,1489,87,179551,Loren Lemcke,179551.0,2015,Winter,9,2,1,0,0,0,0,1,0,0,0,0,0,0
Kung Fury: Street Rage - Ultimate Edition,19.99,2447,90,109983,Hello There Games,109983.0,2015,Spring,9,1,1,1,1,0,0,1,0,0,0,0,0,0
Seek Girl Ⅶ,1.99,1195,72,175051,DSGame,348164.1818181818,2020,Winter,4,2,0,0,1,0,0,1,0,0,0,0,0,0
Zup! X,1.99,6203,97,404704,Quiet River,342357.5714285714,2018,Spring,6,3,0,0,1,0,0,1,0,0,0,0,0,0
Drift86,1.99,5565,92,336367,RewindApp,309665.0,2019,Fall,5,3,0,0,1,0,0,1,0,0,1,0,0,0
Ghost Master®,4.99,1754,90,111370,Strategy First,345872.0,2006,Winter,18,1,0,0,0,0,0,0,0,0,0,0,0,1
Age of Conan: Unchained,0.0,2610,70,350899,Funcom,829889.4285714285,2013,Winter,11,3,1,1,0,0,1,0,1,1,0,0,0,0
Initial Drift Online,4.99,3235,79,135144,RewindApp,309665.0,2023,Spring,1,1,1,0,0,0,0,1,1,0,1,1,0,0
bit Dungeon II,3.99,2152,83,131266,Kinto Games LLC,131266.0,2014,Winter,10,1,1,1,0,0,0,1,0,1,0,0,0,0
Love n War: Warlord by Chance,4.99,1262,87,123140,Reborn Entertainment,123745.0,2021,Spring,3,1,0,0,1,0,0,0,0,1,0,1,0,1
Miss Neko,0.99,3771,90,428376,Toffee Cafe,319550.0,2019,Summer,5,3,1,0,1,0,0,0,0,0,0,0,0,0
Antimatter Dimensions,0.0,2907,92,200799,"Hevipelle, Makopaz",200799.0,2022,Winter,2,2,0,0,1,0,1,1,0,0,0,0,0,1
Bloons Monkey City,0.0,5603,92,519271,Ninja Kiwi,2025844.125,2020,Spring,4,3,1,0,0,0,1,0,0,0,0,0,0,1
Greyfox RPG,1.99,1767,75,218557,Senpai Studios,366140.75,2015,Winter,9,2,0,1,0,0,0,1,0,1,0,0,0,0
Super Sanctum TD,4.99,1519,87,147001,Coffee Stain Publishing,712122.7777777778,2013,Spring,11,1,0,0,1,0,0,1,0,0,0,0,0,1
SPACEPLAN,2.99,2686,92,118378,Devolver Digital,766832.0655737704,2017,Spring,7,1,0,1,1,0,0,1,0,0,0,0,0,0
The Blackwell Legacy,4.99,1422,89,105241,Wadjet Eye Games,120304.33333333333,2012,Winter,12,1,0,1,0,0,0,1,0,0,0,0,0,0
Dream Date,1.99,2446,86,238865,ADOG,238865.0,2020,Spring,4,2,0,1,1,0,0,1,0,1,0,1,0,0
CAT Interstellar,9.99,1048,72,101851,Ionized Games,101851.0,2017,Fall,7,1,1,1,0,0,0,1,0,0,0,1,0,0
Defy Gravity Extended,1.99,8547,86,937037,Fish Factory Games,937037.0,2016,Spring,8,4,1,0,1,0,0,1,0,0,0,0,0,0
Revolution Ace,4.99,1900,73,139846,"Laser Guided Games, LLC",139846.0,2014,Spring,10,1,1,1,0,0,0,1,0,0,0,0,0,0
RUSSIA BATTLEGROUNDS,0.99,4137,77,451199,Agafonoff,411012.6666666667,2018,Summer,6,3,1,1,0,0,0,1,1,1,0,0,0,0
Soul Gambler,2.99,2665,87,285113,Gamestorming,285113.0,2014,Summer,10,2,0,1,0,0,0,1,0,1,0,0,0,0
Zup! 8,1.99,3947,96,359047,Quiet River,342357.5714285714,2018,Winter,6,3,0,0,1,0,0,1,0,0,0,0,0,0
Cute Honey 2,1.99,1463,77,155326,Lovely Games,207639.66666666666,2020,Fall,4,1,0,0,1,0,0,0,0,0,0,0,0,1
Hook,1.99,8685,97,265089,Maciej Targoni,214778.5,2015,Summer,9,2,0,0,1,0,0,1,0,0,0,0,0,0
Yet Another Zombie Defense HD,3.99,2701,85,190497,Awesome Games Studio,675727.5,2017,Summer,7,2,1,0,0,0,0,1,0,0,0,0,0,0
DISTRAINT: Deluxe Edition,4.99,11275,93,252494,Jesse Makkonen,180850.5,2015,Fall,9,2,0,1,1,0,0,1,0,0,0,0,0,0
Hentai Girl,0.99,13750,93,257158,GirlGames,136240.66666666666,2018,Summer,6,2,0,0,1,0,0,1,0,1,0,1,0,0
Orbt XL,0.99,3217,97,414486,Adamvision Studios,458078.0,2017,Spring,7,3,1,0,1,0,0,1,0,0,0,0,0,0
LEWDAPOCALYPSE Hentai Evil,0.99,6828,94,253767,KG/AM,253767.0,2020,Spring,4,2,1,1,1,0,0,1,0,0,0,0,0,0
Villagers and Heroes,0.0,3289,61,501838,Mad Otter Games,501838.0,2014,Spring,10,3,0,0,0,0,1,1,1,1,0,0,0,0
Rusty Lake Hotel,1.99,7539,96,192090,Rusty Lake,495047.4285714286,2016,Winter,8,2,0,1,0,0,0,1,0,0,0,0,0,0
Timberman VS,1.99,3350,92,195904,Forever Entertainment S. A.,428657.5,2018,Fall,6,2,1,0,1,0,0,1,0,0,0,0,0,0
Make America Great Again: The Trump Presidency,2.99,1770,87,100995,Three Guys Game Studio,100995.0,2016,Fall,8,1,1,0,1,0,0,1,0,0,0,1,0,1
Poker Master,0.0,3345,91,130336,NGIN LIMITED,130336.0,2020,Fall,4,1,0,0,1,0,1,0,1,0,0,1,0,1
Hard Truck Apocalypse / Ex Machina,7.99,2293,84,133620,ESDigital Games,139785.5,2014,Spring,10,1,1,0,0,0,0,0,0,1,1,0,0,0
War Rock,0.0,1030,59,170555,Papaya Play,170555.0,2019,Winter,5,2,1,0,1,0,1,0,1,0,0,0,0,0
Blackwake,0.0,25489,82,2112401,Mastfire Studios Pty Ltd,2112401.0,2020,Winter,4,4,1,0,1,0,1,1,0,0,0,0,0,1
Enclave,9.99,6197,79,153596,Topware Interactive,169374.25,2013,Fall,11,1,1,0,0,0,0,0,0,1,0,0,0,0
Divine Divinity,5.99,3153,88,127389,Larian Studios,897591.0,2012,Summer,12,1,0,0,0,0,0,0,0,1,0,0,0,0
Kairo,4.99,1686,74,137961,Lupus Studios Limited,137961.0,2013,Spring,11,1,0,1,0,0,0,1,0,0,0,0,0,0
Draw a Stickman: EPIC,3.99,1162,78,116101,Hitcents,116101.0,2013,Winter,11,1,0,1,1,0,0,1,0,0,0,0,0,0
Duelyst II,0.0,1657,75,137015,Dream Sloth Games,137015.0,2022,Winter,2,1,0,0,0,0,1,1,0,0,0,0,0,1
Card Hunter,0.0,5121,86,703131,The Knights of Unity,415367.5,2015,Summer,9,3,0,0,0,0,1,0,0,1,0,0,0,1
Oddworld: Abe's Oddysee®,2.99,4118,86,165034,Oddworld Inhabitants,182642.5,2010,Winter,14,2,0,1,0,0,0,0,0,0,0,0,0,0
Dungeon Siege,6.99,3506,81,136250,Square Enix,733116.220338983,2011,Fall,13,1,0,0,0,0,0,0,0,1,0,0,0,0
WAVESHAPER,1.99,1130,89,125541,GAMES FOR HUMANS,125541.0,2017,Spring,7,1,1,0,1,0,0,1,0,0,0,0,0,0
Seek Girl Ⅱ,0.99,2455,82,353401,DSGame,348164.1818181818,2019,Fall,5,3,0,0,1,0,0,1,0,0,0,0,0,0
My Free Farm 2,0.0,650,59,128030,upjers,126851.33333333333,2018,Spring,6,1,0,0,1,0,1,0,0,0,0,1,0,0
Wet Girl,0.99,3157,80,339957,Shoot Girl,489190.5,2019,Winter,5,3,0,1,1,0,0,1,0,1,0,0,0,0
Badlanders,0.0,2185,58,262561,101.Studio,262561.0,2022,Spring,2,2,1,0,0,1,1,0,0,0,0,1,0,1
Reigns: Her Majesty,2.99,1124,84,105871,Devolver Digital,766832.0655737704,2017,Winter,7,1,0,0,1,0,0,1,0,0,0,1,0,0
Mortal Online,0.0,2937,52,347867,Star Vault AB,241985.5,2015,Summer,9,3,1,0,0,0,1,1,1,1,0,0,0,0
AXYOS,4.99,2250,52,125049,Axyos Games,125049.0,2018,Summer,6,1,1,0,1,0,0,1,1,0,0,0,0,1
Selene ~Apoptosis~,0.0,4473,90,326125,Nupu Neko Dev,274110.5,2023,Winter,1,3,0,1,0,0,0,0,0,0,0,0,0,0
Fox Hime,1.99,3834,86,189819,SakuraGame,339485.14285714284,2017,Fall,7,2,0,1,1,0,0,1,0,1,0,0,0,0
Rise of Flight United,0.0,2451,56,242140,1С-777 Limited,812644.0,2013,Fall,11,2,0,0,0,0,1,0,0,0,0,1,0,0
RUSSIAPHOBIA,0.99,6386,69,465387,Union Onion,465387.0,2020,Winter,4,3,1,1,1,0,0,1,1,1,0,1,0,1
Art of War: Red Tides,0.0,6809,79,853473,Game Science,853473.0,2016,Winter,8,4,0,0,0,1,1,1,0,0,0,0,0,1
Guns n Zombies,7.99,966,69,117901,Krealit,117901.0,2014,Fall,10,1,1,1,0,0,0,1,0,1,0,0,0,0
Midas Gold Plus,0.0,1728,87,167888,Holyday Studios,220920.66666666666,2017,Winter,7,2,0,1,1,0,1,1,0,1,0,1,0,0
Cockroach Simulator,2.99,2931,81,103514,HFM Games,1088458.25,2016,Fall,8,1,0,0,0,0,0,1,0,0,0,1,0,0
Toki Tori,4.99,2071,88,106380,Two Tribes Publishing,112486.0,2010,Winter,14,1,0,0,1,0,0,1,0,0,0,0,0,0
Zup! Zero,1.99,2522,93,264666,Quiet River,342357.5714285714,2017,Spring,7,2,0,0,1,0,0,1,0,0,0,0,0,0
Zup! 4,1.99,2791,90,244869,Quiet River,342357.5714285714,2017,Winter,7,2,0,0,1,0,0,1,0,0,0,0,0,0
Dinosaur Hunt,0.99,3720,67,331357,ANPA.US,234320.0,2015,Fall,9,3,1,1,0,0,0,1,0,0,0,1,0,0
Pixel Puzzles Ultimate Jigsaw,0.0,2553,75,1315009,Pixel Puzzles,757534.3333333334,2022,Summer,2,4,0,0,1,0,1,1,0,0,0,1,1,1
Russian Life Simulator,0.99,7013,89,390371,"Abama Entertainment, GosDev Production",390371.0,2019,Spring,5,3,1,0,0,0,0,1,0,0,0,1,1,1
Crash Drive 2,4.99,1332,89,114707,M2H,114707.0,2015,Spring,9,1,1,0,1,0,0,1,0,0,1,1,0,0
Fingered,1.87,932,75,106626,"Edmund McMillen, James Id",106626.0,2015,Summer,9,1,0,0,1,0,0,1,0,0,0,0,0,0
Torque Drift,0.0,11059,76,1465405,Grease Monkey Games,1465405.0,2021,Spring,3,4,0,0,0,0,0,0,0,0,1,0,0,0
Bad Rats: the Rats' Revenge,1.99,14735,79,368205,Strategy First,345872.0,2009,Summer,15,3,0,0,0,0,0,1,0,0,0,0,0,0
12 Labours of Hercules,2.99,2941,94,189174,Jetdogs Studios,176877.83333333334,2015,Spring,9,2,0,0,1,0,0,0,0,0,0,0,0,1
House of Detention,0.99,9809,91,195985,Dungeon Master,195985.0,2020,Spring,4,2,1,1,0,0,0,1,1,1,0,1,1,1
Poker Legends: Texas Hold'em Poker Tournaments,0.0,669,77,107336,DYNAMICNEXT,107336.0,2018,Spring,6,1,0,0,1,0,1,1,1,0,0,1,0,0
Milk inside a bag of milk inside a bag of milk,1.49,23610,97,313454,Missing Calm,313454.0,2020,Summer,4,3,0,1,0,0,0,1,0,0,0,0,0,0
DETOUR,1.99,1770,62,198301,Geoff 'Zag' Keene,198301.0,2011,Spring,13,2,0,0,0,0,0,1,0,0,0,0,0,1
The Pirate: Caribbean Hunt,0.0,4290,82,672371,Home Net Games,339596.5,2016,Summer,8,3,1,1,0,0,1,1,0,0,0,1,0,1
Breath of Death VII,2.99,1367,84,117260,Zeboyd Digital Entertainment LLC,277255.5,2011,Summer,13,1,0,0,0,0,0,1,0,1,0,0,0,0
DR LIVESEY ROM AND DEATH EDITION,0.99,11795,95,394741,Agafonoff,411012.6666666667,2023,Winter,1,3,1,1,0,0,0,1,0,1,0,1,0,0
12 Labours of Hercules II: The Cretan Bull,2.99,2049,90,220765,Jetdogs Studios,176877.83333333334,2015,Summer,9,2,0,0,1,0,0,0,0,0,0,0,0,1
"I, Zombie",1.99,2433,84,251891,Awesome Games Studio,675727.5,2014,Winter,10,2,0,0,1,0,0,1,0,0,0,0,0,1
Crazy Flasher Series 2021,0.99,2537,88,215161,Andy Law,215161.0,2021,Winter,3,2,1,0,0,0,0,1,0,0,0,0,0,0
Zup! 5,1.99,2635,94,232999,Quiet River,342357.5714285714,2017,Summer,7,2,0,0,1,0,0,1,0,0,0,0,0,0
FlatOut,7.49,4482,92,132005,Strategy First,345872.0,2011,Winter,13,1,0,0,0,0,0,0,0,0,1,0,0,0
Walking Zombie 2,0.0,11802,88,799258,Alda Games,799258.0,2019,Fall,5,4,1,1,0,0,0,1,0,1,0,0,0,0
Tiny Civilization,1.99,1794,95,106009,喜人一个,106009.0,2022,Winter,2,1,0,0,0,0,0,0,0,0,0,0,0,1
Zup! 6,1.99,2252,94,232377,Quiet River,342357.5714285714,2017,Fall,7,2,0,0,1,0,0,1,0,0,0,0,0,0
Love wish,0.99,1664,80,249601,Toffee Cafe,319550.0,2020,Winter,4,2,1,0,1,0,0,1,0,0,0,0,0,0
Dungeon Siege II,6.99,2369,75,102901,Square Enix,733116.220338983,2011,Fall,13,1,0,0,0,0,0,0,0,1,0,0,0,0
Valakas Story,0.99,1523,82,169674,Narko Games,169674.0,2019,Winter,5,2,1,1,1,0,0,0,0,0,0,0,0,0
Blackjack Championship,0.0,1240,66,246984,BBstudio Inc.,254347.5,2020,Summer,4,2,0,0,0,0,1,1,1,0,0,0,1,0
OMON Simulator,0.99,2862,73,341878,"United Nations, Putin The Best, Ukrainian Bears",341878.0,2019,Fall,5,3,1,1,0,0,0,1,0,1,0,1,0,1
Adorable Witch,1.99,1534,90,114246,Lovely Games,207639.66666666666,2021,Summer,3,1,0,0,1,0,0,0,0,0,0,0,0,0
Zup! Z,1.99,3885,97,193145,Quiet River,342357.5714285714,2020,Winter,4,2,0,0,1,0,0,1,0,0,0,0,0,0
Decay: The Mare,4.99,1814,76,102326,Daedalic Entertainment,358465.77142857143,2015,Winter,9,1,0,1,0,0,0,1,0,0,0,0,0,0
Tentacle Girl,1.99,1199,89,126940,Inverse Game,126940.0,2020,Winter,4,1,0,1,1,0,0,0,0,1,0,0,0,1
Dude Simulator 3,4.99,1977,69,211759,Kiddy,197539.0,2019,Summer,5,2,1,1,0,0,0,1,0,0,1,1,0,0
Zup! 7,1.99,2046,96,234042,Quiet River,342357.5714285714,2017,Winter,7,2,0,0,1,0,0,1,0,0,0,0,0,0
ULTIMATE HARDBASS DEFENCE,3.99,2161,92,115868,Magnolia Art,115868.0,2019,Spring,5,1,1,0,0,0,0,1,1,0,0,0,0,0
klocki,1.99,4540,97,164468,Maciej Targoni,214778.5,2016,Summer,8,2,0,0,1,0,0,1,0,0,0,0,0,0
BARRIER X,2.99,2251,86,124846,HypeTrain Digital,241951.95,2016,Spring,8,1,1,0,0,0,0,1,0,0,0,0,0,0
Press X to Not Die,2.99,3635,90,123702,All Seeing Eye Games,123702.0,2017,Fall,7,1,1,0,0,0,0,1,0,0,0,0,0,0
Fluffy Store,1.99,3223,97,142045,SakuraGame,339485.14285714284,2019,Summer,5,1,0,1,1,0,0,1,0,1,0,0,0,0
Super Trench Attack!,4.99,1256,91,123103,paulstephendavis,123103.0,2014,Summer,10,1,1,0,0,0,0,1,0,1,0,0,0,0
Dude Simulator,4.99,1946,60,183319,Kiddy,197539.0,2017,Summer,7,2,1,1,0,0,0,1,0,0,0,1,0,0
PickCrafter,0.0,6548,87,706842,Fiveamp,706842.0,2017,Winter,7,3,0,1,1,0,1,1,0,1,0,1,0,1
Heartwood Online,0.0,2281,70,197394,E Bros,197394.0,2023,Summer,1,2,1,1,1,1,1,1,1,1,0,0,0,0
Bean Battles,0.99,9083,94,204001,Gupa Games,204001.0,2018,Summer,6,2,1,0,0,0,0,1,0,0,0,0,0,0
Ylands,0.0,7695,62,761953,Bohemia Interactive,711980.5,2019,Winter,5,4,0,1,1,0,1,0,0,0,0,0,0,0
Tales of Escape,0.0,2011,63,531027,OnSkull Games,531027.0,2017,Spring,7,3,0,1,1,0,1,1,0,0,0,0,0,0
Vampires' Melody,3.99,4591,98,118544,SakuraGame,339485.14285714284,2020,Fall,4,1,0,1,1,0,0,1,0,1,0,0,0,0
BLOCKADE,0.0,11295,75,1009807,Novalink,1833295.6666666667,2019,Spring,5,4,1,0,0,0,1,1,1,0,0,0,0,0
ERROR143,0.0,3676,95,220109,Jenny Vi Pham,220109.0,2022,Summer,2,2,0,0,1,0,1,1,0,0,0,1,0,0
Boson X,4.99,1535,93,105998,Shape Shop,105998.0,2014,Fall,10,1,1,0,0,0,0,1,0,0,0,0,0,0
Dagon: by H. P. Lovecraft,0.0,10819,96,451380,Bit Golem,451380.0,2021,Fall,3,3,0,1,1,0,1,1,0,0,0,0,0,0
Kandidatos,0.99,3563,90,281074,Shaikonina Games,281074.0,2020,Fall,4,2,1,0,0,0,0,1,0,0,0,0,0,0
Erzurum,0.99,4164,39,244264,Proximity Games,244264.0,2021,Winter,3,2,0,1,0,0,0,1,0,0,0,0,0,0
Dota Underlords,0.0,90733,82,7355258,Valve,2727962.84,2019,Summer,5,4,0,0,1,0,1,0,0,0,0,0,0,1
Fox Hime Zero,1.99,4963,98,123758,SakuraGame,339485.14285714284,2018,Spring,6,1,0,1,1,0,0,1,0,1,0,0,0,0
Hero by Chance,2.99,1103,79,124350,Reborn Entertainment,123745.0,2021,Winter,3,1,0,0,1,0,0,0,0,1,0,1,0,1
Dreaming Sarah,5.99,2642,91,121716,Asteristic Game Studio,121716.0,2015,Spring,9,1,0,1,1,0,0,1,0,0,0,0,0,0
Escape Memoirs: Mini Stories,0.0,4597,87,1091597,0 Deer Soft Partnership,643290.0,2022,Fall,2,4,0,1,1,0,1,1,0,0,0,0,0,0
Sudoku Universe / 数独宇宙,2.99,2457,96,173774,Hook Games,140254.5,2017,Winter,7,2,0,0,1,0,0,1,0,0,0,0,0,1
Ultimate Arena,4.99,918,81,116701,Triverske,116701.0,2016,Summer,8,1,0,0,0,0,0,0,0,0,0,1,0,0
Ampu-Tea,4.99,2032,62,123451,KISS ltd,576931.5,2014,Spring,10,1,0,1,1,0,0,1,0,1,0,1,0,0
恶魔迷宫 | Evil Maze,1.99,1173,75,120601,ZOV GAME STUDIO,120601.0,2016,Summer,8,1,1,1,0,0,0,1,0,1,0,0,0,1
Islands of Nyne: Battle Royale,0.0,6742,51,407233,Define Human Studios,407233.0,2018,Summer,6,3,1,0,0,1,0,1,0,0,0,0,0,0
SYNTHETIK: Arena,0.0,2287,90,483937,Flow Fire Games,305345.0,2019,Winter,5,3,1,0,0,0,1,1,0,0,0,0,0,0
My Suika - Watermelon Game,0.99,1143,90,119015,Watashi Games,119015.0,2023,Fall,1,1,0,0,1,0,0,1,0,0,0,1,0,1
MicroWorks,0.0,1053,84,201024,Agiriko,201024.0,2022,Fall,2,2,1,0,1,0,1,1,0,0,0,0,0,0
Barro 2020,4.99,1602,86,240451,SC Jogos,185248.75,2019,Fall,5,2,0,0,1,0,0,1,0,0,1,1,1,0
秦殇 (Prince of Qin),0.99,2184,78,147743,北京目标在线科技有限公司,147743.0,2022,Winter,2,1,1,1,0,0,0,0,0,1,0,0,0,0
UpGun,0.0,3292,85,513800,MaxEstLa,513800.0,2021,Summer,3,3,1,0,1,0,0,0,0,0,0,0,0,0
Seen,2.99,8903,92,211154,Seen Games,211154.0,2019,Summer,5,2,1,1,0,1,0,1,0,0,0,0,0,0
Seraph's Last Stand,0.99,3584,94,153871,Sad Socket,153871.0,2022,Spring,2,1,1,0,1,0,0,0,0,0,0,0,0,0
符文女孩/Rune Girl,0.99,1580,68,180677,DSGame,348164.1818181818,2019,Summer,5,2,0,1,1,0,0,1,0,1,0,0,0,0
Pixel Strike 3D,0.0,12354,75,1137094,Vulcron,1137094.0,2020,Spring,4,4,1,1,0,0,1,1,0,1,0,0,0,0
Crash Wheels,4.99,1158,86,120567,Quiet River,342357.5714285714,2018,Winter,6,1,0,0,0,0,0,1,0,0,1,0,0,0
Sinister City,0.99,1539,66,179701,Jetdogs Studios,176877.83333333334,2014,Fall,10,2,0,1,1,0,0,1,0,0,0,0,0,0
Hentai Girl Hime,0.99,3981,93,116358,GirlGames,136240.66666666666,2018,Fall,6,1,0,0,1,0,0,1,0,1,0,1,0,0
Flower girl 2,0.0,2090,83,279477,9Garden,270814.5,2022,Summer,2,2,0,0,1,0,1,1,0,0,0,0,0,0
Bro Falls,0.0,19798,78,2324225,Boros Bros,2324225.0,2021,Winter,3,4,1,0,1,0,1,1,1,0,1,0,0,0
Hentai Girl Karen,0.99,4291,94,113739,GirlGames,136240.66666666666,2019,Spring,5,1,0,0,1,0,0,1,0,1,0,1,0,0
Barro F,4.99,1649,83,247351,SC Jogos,185248.75,2020,Winter,4,2,0,0,1,0,0,1,0,0,1,0,0,0
Prime World: Defenders 2,0.0,2070,79,100998,Nival,109114.5,2018,Fall,6,1,0,0,0,0,1,0,1,0,0,0,0,1
Mansions of Madness,0.0,1079,93,200067,Fantasy Flight Games,152920.0,2016,Summer,8,2,0,1,0,0,0,0,0,0,0,0,0,1
UBERMOSH,4.99,2840,89,170939,Walter Machado,170939.0,2015,Summer,9,2,1,0,0,0,0,1,0,0,0,0,0,0
Zenge,1.99,2978,95,126241,Hamster On Coke Games,126241.0,2016,Spring,8,1,0,0,1,0,0,1,0,0,0,0,0,0
Epic Roller Coasters,0.0,643,63,336464,B4T Games,336464.0,2018,Spring,6,3,0,0,1,0,1,1,0,0,1,1,0,0
Alchemy Mysteries: Prague Legends,1.99,1128,78,136801,Jetdogs Studios,176877.83333333334,2014,Winter,10,1,0,1,1,0,0,1,0,0,0,0,0,0
Insanity Clicker,0.0,2869,68,343275,PlayFlock,343275.0,2016,Summer,8,3,0,1,1,0,1,1,0,1,0,1,0,1
Clownfield 2042,0.99,4598,85,148878,RIVERSIDE SPORTS,148878.0,2021,Winter,3,1,1,0,0,0,0,0,0,0,0,0,0,0
Anarchy Online,0.0,254,82,101954,Funcom,829889.4285714285,2017,Winter,7,1,1,1,0,0,1,0,1,1,0,0,0,1
Survival Zombies The Inverted Evolution,0.99,1026,57,137283,ANPA.US,234320.0,2017,Spring,7,1,1,1,0,0,0,1,0,0,0,1,0,0
Furry Love,0.99,6992,84,109548,Red Six Publishing,109548.0,2020,Summer,4,1,1,1,1,0,0,1,0,1,0,1,0,0
An Arcade Full of Cats,0.0,5700,99,373648,Devcats,241490.0,2023,Fall,1,3,0,0,1,0,1,1,0,0,0,0,0,0
Save Jesus,1.99,2092,90,132495,Almighty Games,132495.0,2016,Summer,8,1,0,0,1,0,0,1,0,0,0,0,0,0
Overcast - Walden and the Werewolf,4.99,2833,61,105776,SA Industry,307608.3333333333,2014,Spring,10,1,1,1,0,0,0,1,0,0,0,0,0,0
Cyberhunt,0.99,1620,84,201322,NukGames,159759.25,2016,Summer,8,2,1,1,1,0,0,1,0,0,0,0,0,0
Swarmlake,2.99,1708,95,124296,Dominique Grieshofer,262094.0,2018,Spring,6,1,1,0,1,0,0,1,0,0,0,0,0,0
Real Pool 3D - Poolians,0.0,13350,78,2741231,ThankGame.com,1704372.5,2018,Winter,6,4,1,0,1,0,1,1,1,0,0,1,1,1
Territory Idle,0.0,1564,80,178999,Aleksandr Golovkin,178999.0,2019,Fall,5,2,0,0,0,0,1,1,0,0,0,0,0,1
Delicious! Pretty Girls Mahjong Solitaire,0.99,1704,86,105024,Zoo Corporation,105024.0,2016,Fall,8,1,0,0,1,0,0,0,0,0,0,0,0,0
Dawnlands,0.0,2407,50,218059,SEASUN GAMES PTE. LTD.,218059.0,2023,Summer,1,2,1,1,0,0,1,1,0,1,0,1,0,0
Trimps,0.0,1103,93,139501,Greensatellite,139501.0,2022,Spring,2,1,0,0,1,0,1,1,0,0,0,0,0,1
Lost Lands: A Hidden Object Adventure,0.0,5522,88,123705,FIVE-BN GAMES,112585.0,2015,Fall,9,1,0,1,1,0,1,0,0,0,0,0,0,0
NALOGI,1.99,1564,79,143923,Tranquility games,143923.0,2018,Spring,6,1,0,1,1,0,0,1,0,1,0,0,0,1
Three Heroes,3.99,951,69,126601,Cats Who Play,127595.5,2015,Fall,9,1,1,1,0,0,0,1,0,0,0,0,0,0
Mini World: CREATA,0.0,4142,56,254440,MINOVATE HONG KONG LIMITED,254440.0,2018,Spring,6,2,0,1,1,0,1,0,1,0,0,1,0,0
Project F,0.0,1648,33,171901,Fractal Games,171901.0,2023,Summer,1,2,1,0,0,1,0,0,0,0,0,0,0,0
Intergalactic Bubbles,1.99,1165,79,135796,Hellscape Games,135796.0,2015,Spring,9,1,0,0,1,0,0,1,0,0,0,0,0,0
The Chosen RPG,1.99,1193,70,129032,Senpai Studios,366140.75,2016,Winter,8,1,1,1,0,0,0,1,0,1,0,0,0,0
Hentai Girl Fantasy,0.99,3913,94,100750,GirlGames,136240.66666666666,2019,Fall,5,1,0,0,1,0,0,1,0,1,0,1,0,0
Coma: Mortuary,5.99,893,53,103501,"Naga Entertainment, Nova Dimension",103501.0,2014,Spring,10,1,0,1,0,0,0,1,0,0,0,0,0,0
12 Labours of Hercules III: Girl Power,2.99,977,86,114601,Jetdogs Studios,176877.83333333334,2015,Summer,9,1,0,0,1,0,0,0,0,0,0,0,0,1
Seek Girl Ⅲ,0.99,2730,84,136480,DSGame,348164.1818181818,2019,Winter,5,1,1,1,1,0,0,1,0,1,0,0,0,1
Seek Girl Ⅳ,0.99,1890,75,111996,DSGame,348164.1818181818,2020,Winter,4,1,1,1,1,0,0,1,0,1,0,0,0,1
Dictators:No Peace Countryballs,0.99,5555,94,124312,RPN Indie Developer,124312.0,2020,Winter,4,1,0,0,1,0,0,1,0,0,0,1,0,1
